GID	GO	EVIDENCE
ostta02g05140	GO:0006044	ISS
ostta03g03950	GO:0006044	ISS
ostta04g01480	GO:0006044	ISS
ostta05g04070	GO:0006044	ISS
ostta05g04620	GO:0006044	ISS
ostta07g01230	GO:0006044	ISS
ostta07g03070	GO:0006044	ISS
ostta07g03440	GO:0006044	ISS
ostta07g04170	GO:0006044	ISS
ostta08g01570	GO:0006044	ISS
ostta09g00100	GO:0006044	ISS
ostta09g01870	GO:0006044	ISS
ostta10g03130	GO:0006044	ISS
ostta10g03430	GO:0006044	ISS
ostta11g01410	GO:0006044	ISS
ostta11g01670	GO:0006044	ISS
ostta11g02780	GO:0006044	ISS
ostta11g03190	GO:0006044	ISS
ostta12g01630	GO:0006044	ISS
ostta13g01690	GO:0006044	ISS
ostta13g02030	GO:0006044	ISS
ostta14g00540	GO:0006044	ISS
ostta15g00180	GO:0006044	ISS
ostta15g02520	GO:0006044	ISS
ostta16g01390	GO:0006044	ISS
ostta18g01060	GO:0006044	ISS
ostta19g00110	GO:0006044	ISS
ostta19g00610	GO:0006044	ISS
ostta20g00490	GO:0006044	ISS
ostta20g00830	GO:0006044	ISS
ostta07g04640	GO:0000271	ISS
ostta11g02320	GO:0000271	ISS
ostta17g01780	GO:0000271	ISS
ostta01g00590	GO:0046486	ISS
ostta01g04230	GO:0046486	ISS
ostta02g00340	GO:0046486	ISS
ostta02g01930	GO:0046486	ISS
ostta03g00820	GO:0046486	ISS
ostta03g02130	GO:0046486	ISS
ostta04g02240	GO:0046486	ISS
ostta05g02845	GO:0046486	ISS
ostta06g01870	GO:0046486	ISS
ostta06g03200	GO:0046486	ISS
ostta07g00680	GO:0046486	ISS
ostta07g02360	GO:0046486	ISS
ostta07g03110	GO:0046486	ISS
ostta07g03340	GO:0046486	ISS
ostta08g02720	GO:0046486	ISS
ostta09g03210	GO:0046486	ISS
ostta10g03430	GO:0046486	ISS
ostta11g01370	GO:0046486	ISS
ostta13g00320	GO:0046486	ISS
ostta15g01110	GO:0046486	ISS
ostta16g00910	GO:0046486	ISS
ostta17g01150	GO:0046486	ISS
ostta17g01290	GO:0046486	ISS
ostta17g02080	GO:0046486	ISS
ostta18g00810	GO:0046486	ISS
ostta01g00250	GO:0043647	ISS
ostta01g04370	GO:0043647	ISS
ostta02g03070	GO:0043647	ISS
ostta02g05350	GO:0043647	ISS
ostta03g01890	GO:0043647	ISS
ostta04g02150	GO:0043647	ISS
ostta05g02610	GO:0043647	ISS
ostta05g04730	GO:0043647	ISS
ostta07g04120	GO:0043647	ISS
ostta08g01290	GO:0043647	ISS
ostta09g00120	GO:0043647	ISS
ostta12g01880	GO:0043647	ISS
ostta15g02070	GO:0043647	ISS
ostta16g01500	GO:0043647	ISS
ostta18g00560	GO:0043647	ISS
ostta20g00320	GO:0043647	ISS
ostta01g02630	GO:0006506	ISS
ostta01g02845	GO:0006506	ISS
ostta02g03200	GO:0006506	ISS
ostta03g02320	GO:0006506	ISS
ostta03g04890	GO:0006506	ISS
ostta03g05440	GO:0006506	ISS
ostta04g01180	GO:0006506	ISS
ostta04g03700	GO:0006506	ISS
ostta05g02530	GO:0006506	ISS
ostta06g00765	GO:0006506	ISS
ostta07g00015	GO:0006506	ISS
ostta07g04100	GO:0006506	ISS
ostta09g00420	GO:0006506	ISS
ostta09g01450	GO:0006506	ISS
ostta10g01350	GO:0006506	ISS
ostta10g03470	GO:0006506	ISS
ostta14g00270	GO:0006506	ISS
ostta15g00530	GO:0006506	ISS
ostta15g02460	GO:0006506	ISS
ostta01g03460	GO:0006650	ISS
ostta01g03810	GO:0006650	ISS
ostta01g04280	GO:0006650	ISS
ostta02g00340	GO:0006650	ISS
ostta03g01580	GO:0006650	ISS
ostta03g02130	GO:0006650	ISS
ostta03g03020	GO:0006650	ISS
ostta04g02240	GO:0006650	ISS
ostta04g03470	GO:0006650	ISS
ostta04g03930	GO:0006650	ISS
ostta06g03200	GO:0006650	ISS
ostta07g00680	GO:0006650	ISS
ostta07g00880	GO:0006650	ISS
ostta07g02360	GO:0006650	ISS
ostta07g02580	GO:0006650	ISS
ostta07g03340	GO:0006650	ISS
ostta08g00070	GO:0006650	ISS
ostta09g01710	GO:0006650	ISS
ostta09g02400	GO:0006650	ISS
ostta11g01160	GO:0006650	ISS
ostta12g02580	GO:0006650	ISS
ostta13g02360	GO:0006650	ISS
ostta14g01387	GO:0006650	ISS
ostta15g00380	GO:0006650	ISS
ostta15g02860	GO:0006650	ISS
ostta16g00960	GO:0006650	ISS
ostta17g01150	GO:0006650	ISS
ostta17g02080	GO:0006650	ISS
ostta18g00810	GO:0006650	ISS
ostta20g00320	GO:0006650	ISS
ostta06g03200	GO:0046485	ISS
ostta07g02580	GO:0046485	ISS
ostta14g02410	GO:0046485	ISS
ostta17g01420	GO:0046485	ISS
ostta17g02080	GO:0046485	ISS
ostta18g00810	GO:0046485	ISS
ostta01g02847	GO:0019369	ISS
ostta02g03120	GO:0019369	ISS
ostta06g03200	GO:0019369	ISS
ostta07g00430	GO:0019369	ISS
ostta14g01345	GO:0019369	ISS
ostta17g02080	GO:0019369	ISS
ostta01g02650	GO:0036109	ISS
ostta03g04620	GO:0036109	ISS
ostta06g03200	GO:0036109	ISS
ostta06g04450	GO:0036109	ISS
ostta12g02310	GO:0036109	ISS
ostta13g01040	GO:0036109	ISS
ostta17g02080	GO:0036109	ISS
ostta02g02240	GO:0006665	ISS
ostta07g00630	GO:0006665	ISS
ostta07g03640	GO:0006665	ISS
ostta16g01250	GO:0006665	ISS
ostta01g01650	GO:0006688	ISS
ostta01g00040	GO:0006090	ISS
ostta01g00590	GO:0006090	ISS
ostta01g03030	GO:0006090	ISS
ostta01g03280	GO:0006090	ISS
ostta01g04230	GO:0006090	ISS
ostta01g05260	GO:0006090	ISS
ostta01g05560	GO:0006090	ISS
ostta02g02370	GO:0006090	ISS
ostta02g04360	GO:0006090	ISS
ostta03g00180	GO:0006090	ISS
ostta03g01030	GO:0006090	ISS
ostta03g02570	GO:0006090	ISS
ostta04g01030	GO:0006090	ISS
ostta04g03550	GO:0006090	ISS
ostta04g04830	GO:0006090	ISS
ostta05g02900	GO:0006090	ISS
ostta06g00150	GO:0006090	ISS
ostta06g02270	GO:0006090	ISS
ostta06g02650	GO:0006090	ISS
ostta06g02770	GO:0006090	ISS
ostta06g03750	GO:0006090	ISS
ostta07g01040	GO:0006090	ISS
ostta08g00050	GO:0006090	ISS
ostta08g00930	GO:0006090	ISS
ostta08g00980	GO:0006090	ISS
ostta08g02720	GO:0006090	ISS
ostta08g03480	GO:0006090	ISS
ostta09g03765	GO:0006090	ISS
ostta10g01370	GO:0006090	ISS
ostta10g03450	GO:0006090	ISS
ostta11g02820	GO:0006090	ISS
ostta12g02650	GO:0006090	ISS
ostta12g02960	GO:0006090	ISS
ostta15g01350	GO:0006090	ISS
ostta16g00480	GO:0006090	ISS
ostta16g00550	GO:0006090	ISS
ostta01g05020	GO:0046487	ISS
ostta02g02370	GO:0046487	ISS
ostta03g00180	GO:0046487	ISS
ostta03g00920	GO:0046487	ISS
ostta03g02570	GO:0046487	ISS
ostta04g04830	GO:0046487	ISS
ostta05g00220	GO:0046487	ISS
ostta05g01760	GO:0046487	ISS
ostta06g00150	GO:0046487	ISS
ostta06g01870	GO:0046487	ISS
ostta06g02270	GO:0046487	ISS
ostta08g00050	GO:0046487	ISS
ostta08g02360	GO:0046487	ISS
ostta10g02780	GO:0046487	ISS
ostta10g03200	GO:0046487	ISS
ostta11g02820	GO:0046487	ISS
ostta12g00290	GO:0046487	ISS
ostta14g01900	GO:0046487	ISS
ostta14g02420	GO:0046487	ISS
ostta15g02560	GO:0046487	ISS
ostta15g02900	GO:0046487	ISS
ostta17g02090	GO:0046487	ISS
ostta18g01090	GO:0046487	ISS
ostta18g01880	GO:0046487	ISS
ostta18g01890	GO:0046487	ISS
ostta19g00170	GO:0046487	ISS
ostta01g02650	GO:0019541	ISS
ostta01g03280	GO:0019541	ISS
ostta02g02370	GO:0019541	ISS
ostta03g02570	GO:0019541	ISS
ostta03g05920	GO:0019541	ISS
ostta04g04390	GO:0019541	ISS
ostta04g04830	GO:0019541	ISS
ostta09g03720	GO:0019541	ISS
ostta10g02200	GO:0019541	ISS
ostta10g03450	GO:0019541	ISS
ostta11g02820	GO:0019541	ISS
ostta12g02310	GO:0019541	ISS
ostta02g03460	GO:0019605	ISS
ostta05g00220	GO:0019605	ISS
ostta09g03720	GO:0019605	ISS
ostta10g02200	GO:0019605	ISS
ostta11g00540	GO:0019605	ISS
ostta12g00290	GO:0019605	ISS
ostta14g00820	GO:0019605	ISS
ostta16g02080	GO:0019605	ISS
ostta11g00540	GO:0043648	ISS
ostta14g00820	GO:0043648	ISS
ostta14g02970	GO:0043648	ISS
ostta16g02080	GO:0043648	ISS
ostta01g05920	GO:0006730	ISS
ostta01g06390	GO:0006730	ISS
ostta03g00920	GO:0006730	ISS
ostta03g04670	GO:0006730	ISS
ostta06g02970	GO:0006730	ISS
ostta09g03000	GO:0006730	ISS
ostta10g02780	GO:0006730	ISS
ostta14g01960	GO:0006730	ISS
ostta14g02420	GO:0006730	ISS
ostta18g00940	GO:0006730	ISS
ostta19g00170	GO:0006730	ISS
ostta01g00040	GO:0015977	ISS
ostta01g01560	GO:0015977	ISS
ostta01g03040	GO:0015977	ISS
ostta02g02860	GO:0015977	ISS
ostta02g04360	GO:0015977	ISS
ostta03g00180	GO:0015977	ISS
ostta03g00350	GO:0015977	ISS
ostta03g00660	GO:0015977	ISS
ostta03g02830	GO:0015977	ISS
ostta03g05500	GO:0015977	ISS
ostta04g02740	GO:0015977	ISS
ostta04g03550	GO:0015977	ISS
ostta04g04420	GO:0015977	ISS
ostta05g01300	GO:0015977	ISS
ostta05g04130	GO:0015977	ISS
ostta06g00150	GO:0015977	ISS
ostta06g00700	GO:0015977	ISS
ostta06g01650	GO:0015977	ISS
ostta06g01760	GO:0015977	ISS
ostta06g02270	GO:0015977	ISS
ostta06g03750	GO:0015977	ISS
ostta07g01040	GO:0015977	ISS
ostta07g04370	GO:0015977	ISS
ostta08g00050	GO:0015977	ISS
ostta08g00930	GO:0015977	ISS
ostta09g00120	GO:0015977	ISS
ostta09g00160	GO:0015977	ISS
ostta09g03765	GO:0015977	ISS
ostta10g01470	GO:0015977	ISS
ostta10g03420	GO:0015977	ISS
ostta12g02650	GO:0015977	ISS
ostta12g02960	GO:0015977	ISS
ostta14g01010	GO:0015977	ISS
ostta18g01880	GO:0015977	ISS
ostta18g01890	GO:0015977	ISS
ostta02g01730	GO:0006772	ISS
ostta03g02300	GO:0006772	ISS
ostta04g03520	GO:0006772	ISS
ostta05g00550	GO:0006772	ISS
ostta07g03730	GO:0006772	ISS
ostta08g00060	GO:0006772	ISS
ostta09g02360	GO:0006772	ISS
ostta09g03630	GO:0006772	ISS
ostta10g00520	GO:0006772	ISS
ostta12g00900	GO:0006772	ISS
ostta12g00940	GO:0006772	ISS
ostta16g01270	GO:0006772	ISS
ostta01g05850	GO:0006771	ISS
ostta07g02510	GO:0006771	ISS
ostta07g03400	GO:0006771	ISS
ostta08g01610	GO:0006771	ISS
ostta08g01895	GO:0006771	ISS
ostta03g00220	GO:0042816	ISS
ostta03g03260	GO:0042816	ISS
ostta04g01500	GO:0042816	ISS
ostta10g00690	GO:0042816	ISS
ostta13g00190	GO:0042816	ISS
ostta14g01245	GO:0042816	ISS
ostta17g02360	GO:0042816	ISS
ostta01g03120	GO:0046497	ISS
ostta02g03550	GO:0046497	ISS
ostta03g04150	GO:0046497	ISS
ostta06g01180	GO:0046497	ISS
ostta08g00860	GO:0046497	ISS
ostta09g01930	GO:0046497	ISS
ostta09g02160	GO:0046497	ISS
ostta12g00480	GO:0046497	ISS
ostta15g00890	GO:0046497	ISS
ostta16g01540	GO:0046497	ISS
ostta17g01800	GO:0046497	ISS
ostta01g00390	GO:0015937	ISS
ostta01g04230	GO:0015937	ISS
ostta02g02520	GO:0015937	ISS
ostta03g02470	GO:0015937	ISS
ostta03g03860	GO:0015937	ISS
ostta04g01600	GO:0015937	ISS
ostta04g04750	GO:0015937	ISS
ostta08g01780	GO:0015937	ISS
ostta08g02240	GO:0015937	ISS
ostta09g02630	GO:0015937	ISS
ostta11g00540	GO:0015937	ISS
ostta11g01280	GO:0015937	ISS
ostta14g00820	GO:0015937	ISS
ostta16g01150	GO:0015937	ISS
ostta16g02080	GO:0015937	ISS
ostta01g02220	GO:0006768	ISS
ostta02g01840	GO:0006768	ISS
ostta02g02000	GO:0006768	ISS
ostta02g04460	GO:0006768	ISS
ostta03g04010	GO:0006768	ISS
ostta07g03880	GO:0006768	ISS
ostta10g00580	GO:0006768	ISS
ostta10g00770	GO:0006768	ISS
ostta13g01490	GO:0006768	ISS
ostta15g01470	GO:0006768	ISS
ostta04g03030	GO:0009106	ISS
ostta05g02990	GO:0009106	ISS
ostta06g03510	GO:0009106	ISS
ostta15g00120	GO:0009106	ISS
ostta01g05920	GO:0006761	ISS
ostta02g00320	GO:0006761	ISS
ostta02g05520	GO:0006761	ISS
ostta05g00090	GO:0006761	ISS
ostta06g00040	GO:0006761	ISS
ostta06g02900	GO:0006761	ISS
ostta08g01610	GO:0006761	ISS
ostta09g01790	GO:0006761	ISS
ostta09g02690	GO:0006761	ISS
ostta10g02030	GO:0006761	ISS
ostta13g01570	GO:0006761	ISS
ostta14g01610	GO:0006761	ISS
ostta17g00200	GO:0006761	ISS
ostta18g00900	GO:0006761	ISS
ostta01g02390	GO:0006778	ISS
ostta01g02870	GO:0006778	ISS
ostta01g04150	GO:0006778	ISS
ostta01g04340	GO:0006778	ISS
ostta01g05690	GO:0006778	ISS
ostta02g01420	GO:0006778	ISS
ostta02g02380	GO:0006778	ISS
ostta02g02510	GO:0006778	ISS
ostta03g03160	GO:0006778	ISS
ostta04g02090	GO:0006778	ISS
ostta04g04940	GO:0006778	ISS
ostta05g00530	GO:0006778	ISS
ostta05g01030	GO:0006778	ISS
ostta05g01070	GO:0006778	ISS
ostta05g01230	GO:0006778	ISS
ostta05g04960	GO:0006778	ISS
ostta06g03370	GO:0006778	ISS
ostta07g00385	GO:0006778	ISS
ostta07g01740	GO:0006778	ISS
ostta07g02450	GO:0006778	ISS
ostta07g02590	GO:0006778	ISS
ostta08g01100	GO:0006778	ISS
ostta11g00690	GO:0006778	ISS
ostta11g02670	GO:0006778	ISS
ostta12g01030	GO:0006778	ISS
ostta12g01390	GO:0006778	ISS
ostta12g02460	GO:0006778	ISS
ostta13g01560	GO:0006778	ISS
ostta14g00340	GO:0006778	ISS
ostta14g01075	GO:0006778	ISS
ostta14g02010	GO:0006778	ISS
ostta15g01270	GO:0006778	ISS
ostta15g02680	GO:0006778	ISS
ostta16g01550	GO:0006778	ISS
ostta17g00130	GO:0006778	ISS
ostta17g01000	GO:0006778	ISS
ostta17g01450	GO:0006778	ISS
ostta18g01610	GO:0006778	ISS
ostta18g01860	GO:0006778	ISS
ostta20g00080	GO:0006778	ISS
ostta02g01730	GO:0006694	ISS
ostta02g02510	GO:0006694	ISS
ostta02g03570	GO:0006694	ISS
ostta02g03660	GO:0006694	ISS
ostta03g02390	GO:0006694	ISS
ostta04g03170	GO:0006694	ISS
ostta04g03270	GO:0006694	ISS
ostta05g04420	GO:0006694	ISS
ostta07g03570	GO:0006694	ISS
ostta08g01180	GO:0006694	ISS
ostta09g00960	GO:0006694	ISS
ostta09g02460	GO:0006694	ISS
ostta10g00030	GO:0006694	ISS
ostta10g02435	GO:0006694	ISS
ostta11g00050	GO:0006694	ISS
ostta12g01280	GO:0006694	ISS
ostta14g02890	GO:0006694	ISS
ostta16g01910	GO:0006694	ISS
ostta16g02450	GO:0006694	ISS
ostta17g01400	GO:0006694	ISS
ostta01g05990	GO:0016117	ISS
ostta02g02500	GO:0016117	ISS
ostta05g03530	GO:0016117	ISS
ostta09g02540	GO:0016117	ISS
ostta10g01980	GO:0016117	ISS
ostta10g02860	GO:0016117	ISS
ostta13g02440	GO:0016117	ISS
ostta13g03060	GO:0016117	ISS
ostta16g00590	GO:0016117	ISS
ostta16g00660	GO:0016117	ISS
ostta16g00670	GO:0016117	ISS
ostta04g02080	GO:0016114	ISS
ostta08g03180	GO:0016114	ISS
ostta01g05020	GO:0006807	ISS
ostta01g05830	GO:0006807	ISS
ostta10g00920	GO:0006807	ISS
ostta10g00930	GO:0006807	ISS
ostta10g00950	GO:0006807	ISS
ostta14g01900	GO:0006807	ISS
ostta03g01040	GO:0006790	ISS
ostta06g04570	GO:0006790	ISS
ostta07g04640	GO:0006790	ISS
ostta09g00970	GO:0006790	ISS
ostta09g03020	GO:0006790	ISS
ostta10g00290	GO:0006790	ISS
ostta10g01260	GO:0006790	ISS
ostta10g02490	GO:0006790	ISS
ostta11g02320	GO:0006790	ISS
ostta12g00140	GO:0006790	ISS
ostta12g01880	GO:0006790	ISS
ostta12g03060	GO:0006790	ISS
ostta14g00360	GO:0006790	ISS
ostta15g00090	GO:0006790	ISS
ostta15g00830	GO:0006790	ISS
ostta17g01780	GO:0006790	ISS
ostta01g04490	GO:0033075	ISS
ostta05g01300	GO:0033075	ISS
ostta16g00710	GO:0033075	ISS
ostta01g04490	GO:0043651	ISS
ostta02g01690	GO:0043651	ISS
ostta05g01300	GO:0043651	ISS
ostta16g00710	GO:0043651	ISS
ostta16g01100	GO:0043651	ISS
ostta04g04750	GO:0019761	ISS
ostta08g02240	GO:0019761	ISS
ostta01g01460	GO:0006418	ISS
ostta01g04150	GO:0006418	ISS
ostta01g04340	GO:0006418	ISS
ostta02g00900	GO:0006418	ISS
ostta02g00950	GO:0006418	ISS
ostta02g01140	GO:0006418	ISS
ostta02g01790	GO:0006418	ISS
ostta02g01970	GO:0006418	ISS
ostta02g02270	GO:0006418	ISS
ostta02g04600	GO:0006418	ISS
ostta03g02860	GO:0006418	ISS
ostta03g05145	GO:0006418	ISS
ostta04g00400	GO:0006418	ISS
ostta04g01610	GO:0006418	ISS
ostta04g01660	GO:0006418	ISS
ostta04g02650	GO:0006418	ISS
ostta04g04740	GO:0006418	ISS
ostta06g00460	GO:0006418	ISS
ostta06g01790	GO:0006418	ISS
ostta06g02460	GO:0006418	ISS
ostta06g02530	GO:0006418	ISS
ostta06g02920	GO:0006418	ISS
ostta07g00280	GO:0006418	ISS
ostta07g01260	GO:0006418	ISS
ostta07g01880	GO:0006418	ISS
ostta07g02780	GO:0006418	ISS
ostta07g04600	GO:0006418	ISS
ostta08g02010	GO:0006418	ISS
ostta08g03610	GO:0006418	ISS
ostta08g03770	GO:0006418	ISS
ostta09g01860	GO:0006418	ISS
ostta09g01900	GO:0006418	ISS
ostta10g00100	GO:0006418	ISS
ostta11g00980	GO:0006418	ISS
ostta11g01930	GO:0006418	ISS
ostta11g02020	GO:0006418	ISS
ostta11g02560	GO:0006418	ISS
ostta11g03280	GO:0006418	ISS
ostta13g01580	GO:0006418	ISS
ostta14g01080	GO:0006418	ISS
ostta14g01840	GO:0006418	ISS
ostta14g01960	GO:0006418	ISS
ostta15g00620	GO:0006418	ISS
ostta18g00480	GO:0006418	ISS
ostta12g02610	GO:0044550	ISS
ostta15g00955	GO:0044550	ISS
ostta01g02650	GO:0006633	ISS
ostta02g00200	GO:0006633	ISS
ostta03g04210	GO:0006633	ISS
ostta04g03510	GO:0006633	ISS
ostta05g03730	GO:0006633	ISS
ostta06g04450	GO:0006633	ISS
ostta09g02530	GO:0006633	ISS
ostta12g02310	GO:0006633	ISS
ostta13g01040	GO:0006633	ISS
ostta13g02530	GO:0006633	ISS
ostta17g02010	GO:0006633	ISS
ostta01g00040	GO:0008152	ISS
ostta01g00090	GO:0008152	ISS
ostta01g00130	GO:0008152	ISS
ostta01g00250	GO:0008152	ISS
ostta01g00320	GO:0008152	ISS
ostta01g00390	GO:0008152	ISS
ostta01g00590	GO:0008152	ISS
ostta01g00830	GO:0008152	ISS
ostta01g01230	GO:0008152	ISS
ostta01g01450	GO:0008152	ISS
ostta01g01460	GO:0008152	ISS
ostta01g01500	GO:0008152	ISS
ostta01g01510	GO:0008152	ISS
ostta01g01560	GO:0008152	ISS
ostta01g01590	GO:0008152	ISS
ostta01g01650	GO:0008152	ISS
ostta01g01855	GO:0008152	ISS
ostta01g01980	GO:0008152	ISS
ostta01g02220	GO:0008152	ISS
ostta01g02390	GO:0008152	ISS
ostta01g02440	GO:0008152	ISS
ostta01g02480	GO:0008152	ISS
ostta01g02630	GO:0008152	ISS
ostta01g02650	GO:0008152	ISS
ostta01g02700	GO:0008152	ISS
ostta01g02845	GO:0008152	ISS
ostta01g02847	GO:0008152	ISS
ostta01g02870	GO:0008152	ISS
ostta01g03030	GO:0008152	ISS
ostta01g03040	GO:0008152	ISS
ostta01g03060	GO:0008152	ISS
ostta01g03120	GO:0008152	ISS
ostta01g03140	GO:0008152	ISS
ostta01g03280	GO:0008152	ISS
ostta01g03330	GO:0008152	ISS
ostta01g03460	GO:0008152	ISS
ostta01g03600	GO:0008152	ISS
ostta01g03640	GO:0008152	ISS
ostta01g03770	GO:0008152	ISS
ostta01g04150	GO:0008152	ISS
ostta01g04230	GO:0008152	ISS
ostta01g04250	GO:0008152	ISS
ostta01g04340	GO:0008152	ISS
ostta01g04370	GO:0008152	ISS
ostta01g04490	GO:0008152	ISS
ostta01g04510	GO:0008152	ISS
ostta01g04910	GO:0008152	ISS
ostta01g04940	GO:0008152	ISS
ostta01g05020	GO:0008152	ISS
ostta01g05040	GO:0008152	ISS
ostta01g05080	GO:0008152	ISS
ostta01g05260	GO:0008152	ISS
ostta01g05290	GO:0008152	ISS
ostta01g05540	GO:0008152	ISS
ostta01g05560	GO:0008152	ISS
ostta01g05690	GO:0008152	ISS
ostta01g05700	GO:0008152	ISS
ostta01g05830	GO:0008152	ISS
ostta01g05850	GO:0008152	ISS
ostta01g05890	GO:0008152	ISS
ostta01g05920	GO:0008152	ISS
ostta01g05930	GO:0008152	ISS
ostta01g05990	GO:0008152	ISS
ostta01g06090	GO:0008152	ISS
ostta01g06140	GO:0008152	ISS
ostta01g06270	GO:0008152	ISS
ostta01g06390	GO:0008152	ISS
ostta01g06430	GO:0008152	ISS
ostta01g06610	GO:0008152	ISS
ostta01g06660	GO:0008152	ISS
ostta02g00040	GO:0008152	ISS
ostta02g00130	GO:0008152	ISS
ostta02g00200	GO:0008152	ISS
ostta02g00320	GO:0008152	ISS
ostta02g00340	GO:0008152	ISS
ostta02g00580	GO:0008152	ISS
ostta02g00610	GO:0008152	ISS
ostta02g00810	GO:0008152	ISS
ostta02g00840	GO:0008152	ISS
ostta02g00860	GO:0008152	ISS
ostta02g00900	GO:0008152	ISS
ostta02g00940	GO:0008152	ISS
ostta02g00950	GO:0008152	ISS
ostta02g01190	GO:0008152	ISS
ostta02g01240	GO:0008152	ISS
ostta02g01600	GO:0008152	ISS
ostta02g01690	GO:0008152	ISS
ostta02g01730	GO:0008152	ISS
ostta02g01840	GO:0008152	ISS
ostta02g01850	GO:0008152	ISS
ostta02g01930	GO:0008152	ISS
ostta02g01980	GO:0008152	ISS
ostta02g02000	GO:0008152	ISS
ostta02g02070	GO:0008152	ISS
ostta02g02240	GO:0008152	ISS
ostta02g02320	GO:0008152	ISS
ostta02g02370	GO:0008152	ISS
ostta02g02380	GO:0008152	ISS
ostta02g02400	GO:0008152	ISS
ostta02g02500	GO:0008152	ISS
ostta02g02510	GO:0008152	ISS
ostta02g02520	GO:0008152	ISS
ostta02g02710	GO:0008152	ISS
ostta02g02840	GO:0008152	ISS
ostta02g02860	GO:0008152	ISS
ostta02g03070	GO:0008152	ISS
ostta02g03120	GO:0008152	ISS
ostta02g03200	GO:0008152	ISS
ostta02g03330	GO:0008152	ISS
ostta02g03360	GO:0008152	ISS
ostta02g03460	GO:0008152	ISS
ostta02g03550	GO:0008152	ISS
ostta02g03620	GO:0008152	ISS
ostta02g03640	GO:0008152	ISS
ostta02g03710	GO:0008152	ISS
ostta02g03830	GO:0008152	ISS
ostta02g03860	GO:0008152	ISS
ostta02g03980	GO:0008152	ISS
ostta02g04240	GO:0008152	ISS
ostta02g04360	GO:0008152	ISS
ostta02g04440	GO:0008152	ISS
ostta02g04460	GO:0008152	ISS
ostta02g04470	GO:0008152	ISS
ostta02g04540	GO:0008152	ISS
ostta02g04570	GO:0008152	ISS
ostta02g04610	GO:0008152	ISS
ostta02g04790	GO:0008152	ISS
ostta02g04800	GO:0008152	ISS
ostta02g04820	GO:0008152	ISS
ostta02g05060	GO:0008152	ISS
ostta02g05140	GO:0008152	ISS
ostta02g05230	GO:0008152	ISS
ostta02g05340	GO:0008152	ISS
ostta02g05350	GO:0008152	ISS
ostta02g05520	GO:0008152	ISS
ostta03g00180	GO:0008152	ISS
ostta03g00220	GO:0008152	ISS
ostta03g00350	GO:0008152	ISS
ostta03g00610	GO:0008152	ISS
ostta03g00660	GO:0008152	ISS
ostta03g00700	GO:0008152	ISS
ostta03g00730	GO:0008152	ISS
ostta03g00820	GO:0008152	ISS
ostta03g00830	GO:0008152	ISS
ostta03g00870	GO:0008152	ISS
ostta03g00880	GO:0008152	ISS
ostta03g00920	GO:0008152	ISS
ostta03g01030	GO:0008152	ISS
ostta03g01040	GO:0008152	ISS
ostta03g01160	GO:0008152	ISS
ostta03g01300	GO:0008152	ISS
ostta03g01320	GO:0008152	ISS
ostta03g01370	GO:0008152	ISS
ostta03g01410	GO:0008152	ISS
ostta03g01560	GO:0008152	ISS
ostta03g01890	GO:0008152	ISS
ostta03g02250	GO:0008152	ISS
ostta03g02300	GO:0008152	ISS
ostta03g02390	GO:0008152	ISS
ostta03g02470	GO:0008152	ISS
ostta03g02560	GO:0008152	ISS
ostta03g02570	GO:0008152	ISS
ostta03g02820	GO:0008152	ISS
ostta03g02830	GO:0008152	ISS
ostta03g02970	GO:0008152	ISS
ostta03g03050	GO:0008152	ISS
ostta03g03070	GO:0008152	ISS
ostta03g03150	GO:0008152	ISS
ostta03g03160	GO:0008152	ISS
ostta03g03180	GO:0008152	ISS
ostta03g03260	GO:0008152	ISS
ostta03g03750	GO:0008152	ISS
ostta03g03830	GO:0008152	ISS
ostta03g03860	GO:0008152	ISS
ostta03g03950	GO:0008152	ISS
ostta03g04010	GO:0008152	ISS
ostta03g04150	GO:0008152	ISS
ostta03g04210	GO:0008152	ISS
ostta03g04620	GO:0008152	ISS
ostta03g04670	GO:0008152	ISS
ostta03g04770	GO:0008152	ISS
ostta03g04890	GO:0008152	ISS
ostta03g05440	GO:0008152	ISS
ostta03g05480	GO:0008152	ISS
ostta03g05500	GO:0008152	ISS
ostta03g05910	GO:0008152	ISS
ostta03g05920	GO:0008152	ISS
ostta04g00125	GO:0008152	ISS
ostta04g00300	GO:0008152	ISS
ostta04g00380	GO:0008152	ISS
ostta04g00640	GO:0008152	ISS
ostta04g00860	GO:0008152	ISS
ostta04g01000	GO:0008152	ISS
ostta04g01030	GO:0008152	ISS
ostta04g01100	GO:0008152	ISS
ostta04g01140	GO:0008152	ISS
ostta04g01180	GO:0008152	ISS
ostta04g01480	GO:0008152	ISS
ostta04g01500	GO:0008152	ISS
ostta04g01600	GO:0008152	ISS
ostta04g01745	GO:0008152	ISS
ostta04g01790	GO:0008152	ISS
ostta04g01980	GO:0008152	ISS
ostta04g02080	GO:0008152	ISS
ostta04g02090	GO:0008152	ISS
ostta04g02150	GO:0008152	ISS
ostta04g02240	GO:0008152	ISS
ostta04g02580	GO:0008152	ISS
ostta04g02630	GO:0008152	ISS
ostta04g02650	GO:0008152	ISS
ostta04g02660	GO:0008152	ISS
ostta04g02740	GO:0008152	ISS
ostta04g02750	GO:0008152	ISS
ostta04g02910	GO:0008152	ISS
ostta04g03030	GO:0008152	ISS
ostta04g03170	GO:0008152	ISS
ostta04g03270	GO:0008152	ISS
