gene_id	GO_ids
ostta14g02700	GO:0016020
ostta14g02640	
ostta14g02580	GO:0000444; GO:0005634; GO:0051301
ostta14g02530	
ostta14g02520	
ostta14g02450	
ostta14g02440	
ostta16g00720	
ostta14g02370	GO:0016020; GO:0020037
ostta14g02345	GO:0004842; GO:0008270
ostta14g02250	
ostta14g02235	GO:0005739; GO:0016020
ostta14g02230	GO:0016020
ostta14g02197	GO:0000906; GO:0009231; GO:0009349
ostta14g02190	
ostta14g02100	GO:0003677
ostta14g01930	
ostta14g01890	GO:0016491
ostta16g00710	GO:0004069; GO:0009095; GO:0030170; GO:0033853; GO:0033854
ostta16g00560	GO:0008839; GO:0009089; GO:0009570; GO:0019877; GO:0070402
ostta16g00540	GO:0004175; GO:0006508; GO:0080120
ostta14g01800	
ostta14g01780	
ostta14g01720	GO:0004674; GO:0005524; GO:0016020
ostta14g01660	
ostta14g01540	GO:0008270
ostta16g00300	GO:0008270; GO:0016604; GO:0031053
ostta16g00290	GO:0000287; GO:0004427; GO:0005737; GO:0006796
ostta14g00090	GO:0005634
ostta14g01388	
ostta16g00170	GO:0006950
ostta14g01360	GO:0000139; GO:0005783; GO:0006621; GO:0006890
ostta16g00100	GO:0000028; GO:0006364; GO:0032545; GO:0034456
ostta16g00030	GO:0004197; GO:0005737; GO:0006508
ostta14g01220	GO:0022627; GO:0043024; GO:0045900
ostta15g02880	GO:0000703; GO:0003906; GO:0005634; GO:0006285; GO:0006289; GO:0016829; GO:0046872; GO:0051539
ostta14g01180	GO:0016020
ostta15g02630	GO:0005789
ostta14g01105	GO:0004617; GO:0051287
ostta14g01070	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:1990904
ostta14g00950	GO:0004672; GO:0005524
ostta14g00930	GO:0004018; GO:0006189; GO:0044208; GO:0070626
ostta14g00890	GO:0006457; GO:0009409
ostta14g00795	
ostta14g00730	GO:0005634; GO:0005737; GO:0008168; GO:0032259
ostta14g00715	GO:0016020
ostta15g02620	GO:0005739; GO:0033615
ostta15g02560	GO:0005737; GO:0016791
ostta14g00670	
ostta14g00650	GO:0005509; GO:0008168; GO:0032259
ostta14g00470	GO:0005769; GO:0005886; GO:0015095
ostta14g00420	GO:0005634; GO:0005737; GO:0008413; GO:0042262; GO:0046872
ostta15g02530	GO:0000931; GO:0005737; GO:0005819; GO:0031021; GO:0033566; GO:0051415; GO:0090307
ostta15g02520	GO:0000287; GO:0004614; GO:0005829; GO:0006006; GO:0009507
ostta15g02300	GO:0005085; GO:0005829; GO:0016192; GO:0030139; GO:0031267
ostta14g00220	
ostta15g02235	GO:0004656; GO:0005506; GO:0005789; GO:0031418
ostta14g00060	
ostta14g00055	
ostta14g00020	GO:0008270
ostta15g02210	GO:0005634; GO:0005737; GO:0008270; GO:0008420; GO:0043175
ostta15g02120	
ostta15g01930	GO:0005759; GO:0046872; GO:0051537
ostta13g02900	
ostta15g01790	GO:0005524; GO:0016887
ostta13g02830	
ostta13g02810	
ostta13g02700	GO:0046872; GO:0051213
ostta13g02680	GO:0008168; GO:0032259
ostta13g02540	GO:0016020
ostta13g02510	GO:0016020
ostta12g02990	GO:0016757
ostta13g02330	GO:0004386; GO:0005524; GO:0005694; GO:0016787
ostta15g01710	GO:0005886; GO:0015204
ostta13g02310	GO:0005737; GO:0006457; GO:0051082
ostta15g01700	GO:0009039; GO:0016151; GO:0035550; GO:0043419
ostta13g02240	GO:0004067; GO:0009066
ostta13g02220	GO:0009536
ostta13g02200	GO:0004151; GO:0005737; GO:0006207; GO:0044205; GO:0046872
ostta13g02165	GO:0000049; GO:0043023; GO:0072344; GO:1990112
ostta13g02080	GO:0009664
ostta13g02070	GO:0016020
ostta15g01630	GO:0003723; GO:0005524; GO:0005634; GO:0006397; GO:0031123; GO:0046872; GO:1990817
ostta13g01990	GO:0005634; GO:0006511; GO:0008270; GO:0061630
ostta13g01920	
ostta13g01905	GO:0016020
ostta13g01840	GO:0003995; GO:0005737; GO:0033539; GO:0050660
ostta15g01360	GO:0000439; GO:0005675; GO:0006294; GO:0006367
ostta13g01660	
ostta13g01620	
ostta13g01480	
ostta15g01350	GO:0005829; GO:0008270; GO:0046294; GO:0051903
ostta13g01410	
ostta15g01300	GO:0005730; GO:0006364; GO:0045943
ostta15g01270	GO:0005524; GO:0006355; GO:0009507; GO:0015979; GO:0015995; GO:0016851
ostta13g01260	
ostta13g01210	
ostta15g01265	GO:0000184; GO:0003729; GO:0005730; GO:0005737; GO:0045727
ostta15g00830	GO:0003961; GO:0004124; GO:0005737; GO:0006535; GO:0019346; GO:0030170; GO:0071269
ostta13g01030	
ostta15g00620	GO:0004827; GO:0005524; GO:0005737; GO:0006433; GO:0017101
ostta15g00530	GO:0003923; GO:0006506; GO:0006508; GO:0016255; GO:0042765
ostta13g00980	
ostta13g00960	GO:0009055; GO:0009507; GO:0009644; GO:0009773
ostta13g00940	GO:0016020
ostta13g00885	GO:0015977; GO:0015979; GO:0044183; GO:0110102
ostta13g01360	GO:0016301
ostta13g00760	GO:0000049; GO:0004526; GO:0030677; GO:0042781
ostta13g00720	
ostta13g00700	
ostta13g00590	GO:0005634; GO:0005737; GO:0016787
ostta13g00570	GO:0003755
ostta15g00485	GO:0005743; GO:0006120; GO:0008137; GO:0010181; GO:0046872; GO:0051287; GO:0051539
ostta15g00420	GO:0004298; GO:0005634; GO:0005737; GO:0005839; GO:0051603
ostta15g00405	GO:0003755; GO:0071013
ostta15g00400	GO:0005092; GO:0005634; GO:0005829; GO:0005968; GO:0007264; GO:0016192
ostta15g00170	GO:0005634; GO:0008270; GO:0017025; GO:0070897; GO:0097550
ostta13g00300	
ostta15g00090	GO:0004792; GO:0005739
ostta13g00220	GO:0000149; GO:0005085; GO:0005769; GO:0005770; GO:0005886; GO:0030133; GO:0045022; GO:0097422
ostta14g02980	GO:0005509; GO:0005774; GO:0005886; GO:0015271; GO:0022841; GO:0030322
ostta13g00200	GO:0016020
ostta14g02920	GO:0005524; GO:0005737; GO:0005856
ostta13g00160	
ostta13g00140	
ostta13g00080	
ostta13g00050	GO:0016020
ostta13g00040	
ostta14g02860	GO:0004034; GO:0006006; GO:0016787; GO:0030246; GO:0033499
ostta14g02790	GO:0000149; GO:0005484; GO:0005789; GO:0005794; GO:0006906; GO:0012507; GO:0015031; GO:0031201; GO:0031902
ostta14g02775	GO:0004765; GO:0005524; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0016787
ostta14g02710	GO:0005737; GO:0070042; GO:0070475
ostta12g02950	
ostta12g02940	GO:0005634
ostta12g02870	GO:0003723
ostta14g02400	GO:0003924; GO:0005525; GO:0005783; GO:0005794; GO:0006886; GO:0016192
ostta12g02820	
ostta12g02760	GO:0003735; GO:0006412; GO:0015934; GO:0019843
ostta12g02665	
ostta14g02830	GO:0007034
ostta12g02630	GO:0016020
ostta14g01880	GO:0000776; GO:0003677; GO:0005654; GO:0005737; GO:0007094; GO:0051301
ostta14g01850	GO:0003735; GO:0005840; GO:0006412; GO:1990904
ostta12g02380	GO:0016020
ostta12g02350	GO:0016020
ostta12g02300	GO:0008728; GO:0009507; GO:0015969
ostta12g02250	GO:0003697; GO:0005634; GO:0006289; GO:0016740; GO:0046872; GO:0048256
ostta12g02220	GO:0016020
ostta14g01830	GO:0003872; GO:0005524; GO:0005737; GO:0006002; GO:0046872
ostta12g02100	GO:0005506
ostta14g01440	GO:0004176; GO:0004222; GO:0005524; GO:0005745; GO:0008270; GO:0009535; GO:0016887; GO:0034982
ostta12g02060	
ostta14g01435	GO:0003677
ostta12g01980	
ostta14g01370	GO:0003333; GO:0005886
ostta12g01940	GO:0000428; GO:0003677; GO:0005730; GO:0006351
ostta12g01750	GO:0006508; GO:0008234
ostta12g01570	
ostta14g01355	GO:0001731; GO:0003723; GO:0005737
ostta12g01480	
ostta12g01460	GO:0003676; GO:0006139; GO:0008270; GO:0008408; GO:0016740
ostta12g01450	GO:0005634; GO:0005829; GO:0006879; GO:0051537; GO:0051604
ostta14g01300	GO:0002098; GO:0005737; GO:0008023; GO:0033588
ostta12g01310	
ostta14g01190	GO:0000502; GO:0043248
ostta14g01110	GO:0003924; GO:0005525; GO:0005829
ostta12g01255	GO:0016020
ostta12g01190	
ostta14g00690	GO:0000028; GO:0005525; GO:0016787; GO:0019843; GO:0043024
ostta12g00960	GO:0000287; GO:0004417; GO:0005524; GO:0009228; GO:0009229
ostta14g00680	
ostta14g00350	GO:0005509
ostta14g01430	GO:0005737
ostta14g00300	GO:0000398; GO:0017070; GO:0030621; GO:0046540
ostta14g00250	GO:0004805; GO:0005992
ostta12g00450	
ostta14g00080	GO:0005743; GO:0006099; GO:0006121; GO:0008177; GO:0009055; GO:0050660
ostta12g00390	
ostta12g00340	GO:0005737; GO:0008113; GO:0034599; GO:0036456
ostta13g03030	GO:0005787; GO:0006465; GO:0045047
ostta13g03000	
ostta12g00280	
ostta13g02990	GO:0005778; GO:0008270; GO:0016558; GO:0016740
ostta13g02850	GO:0004672; GO:0005524
ostta13g02350	GO:0005787; GO:0006465; GO:0045047
ostta13g02320	
ostta13g02300	GO:0000049; GO:0002098; GO:0005634; GO:0005737; GO:0008757; GO:0030488; GO:0051213; GO:0106335
ostta12g00060	GO:0009507
ostta12g00020	
ostta13g01680	GO:0000719; GO:0003677; GO:0003904
ostta13g01450	
ostta11g03230	GO:0003676; GO:0004527
ostta13g01380	GO:0005737; GO:0006979; GO:0030091; GO:0033743; GO:0046872
ostta11g03180	
ostta11g03170	
ostta11g03140	
ostta11g03130	GO:0003755; GO:0005740; GO:0005829; GO:0012505; GO:0016020; GO:0044183
ostta15g00040	GO:0016301
ostta11g02980	
ostta11g02950	
ostta13g01170	GO:0000054; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0006606
ostta13g01140	GO:0000724; GO:0000781; GO:0003697; GO:0005662; GO:0006260; GO:0006289; GO:0035861
ostta11g02790	GO:0009507
ostta11g02760	GO:0004672; GO:0005524
ostta11g02700	
ostta11g02690	GO:0004252; GO:0005615; GO:0006508
ostta11g02620	GO:0016020
ostta13g01020	GO:0015293; GO:0016020
ostta11g02480	GO:0003723; GO:0008270
ostta13g01000	GO:0005743; GO:0006122; GO:0045275
ostta13g00860	GO:0004014; GO:0005829; GO:0006597; GO:0008295
ostta11g02340	
ostta11g02330	GO:0003712; GO:0006357; GO:0016592
ostta13g00470	GO:0005794; GO:0009834; GO:0010411; GO:0016020; GO:0016407; GO:0045492; GO:1990937
ostta11g02310	
ostta13g00420	
ostta11g02290	GO:0005634
ostta11g02280	GO:0004497; GO:0071949
ostta13g00410	GO:0000228; GO:0000706; GO:0003677; GO:0003918; GO:0007131; GO:0042138
ostta11g02220	GO:0000455; GO:0003723; GO:0009982
ostta13g00400	GO:0003676; GO:0003746; GO:0008023; GO:0031491; GO:0034728; GO:0042393; GO:0140673
ostta11g02100	GO:0005640
ostta11g02080	GO:0010304; GO:0015996; GO:0034256
ostta13g00260	GO:0005634; GO:0016274; GO:0032259; GO:0042054
ostta13g00190	GO:0004733; GO:0010181
ostta11g01970	GO:0008270
ostta12g03100	GO:0003735; GO:0005739; GO:0015935; GO:0032543
ostta11g01950	
ostta11g01880	
ostta11g01870	GO:0016787
ostta12g03030	GO:0003723; GO:0003724; GO:0005524; GO:0016787
ostta12g03010	GO:0000455; GO:0005737; GO:0030490; GO:0106388; GO:1904047
ostta15g00490	GO:0003723
ostta12g02830	GO:0001731; GO:0003729; GO:0003743; GO:0005850; GO:0031369
ostta12g02460	GO:0004853; GO:0006782; GO:0009507
ostta11g01590	GO:0016020
ostta11g01550	GO:0009507; GO:0016020
ostta12g02170	GO:0005737; GO:0070042; GO:0070475
ostta11g01490	GO:0005886; GO:0006857; GO:1904680
ostta11g01480	
ostta11g01455	GO:0004252; GO:0006465
ostta11g01420	
ostta12g02065	GO:0006260; GO:0006281; GO:0006368; GO:0031491; GO:0035101
ostta12g02050	GO:0005634; GO:0008168; GO:0070475
ostta11g01300	GO:0003676; GO:0005634; GO:0006139; GO:0008408
ostta11g01190	
ostta11g01045	GO:0005506
ostta11g01030	GO:0016020; GO:0050660
ostta12g01965	GO:0004674; GO:0005524; GO:0005634; GO:0006281
ostta12g01500	GO:0000502; GO:0002183; GO:0005852
ostta11g00840	GO:0004691; GO:0004722; GO:0005524; GO:0005952; GO:0046872
ostta12g01330	
ostta12g01270	GO:0005737; GO:0005856; GO:0007051; GO:0030951; GO:0046785; GO:0051010; GO:0061863
ostta11g00650	
ostta11g00620	
ostta12g01260	GO:0004185; GO:0006508
ostta11g00600	
ostta12g01180	GO:0003746; GO:0005634; GO:0006511; GO:0009867
ostta11g00580	
ostta11g00560	
ostta12g00830	GO:0006511; GO:0008270; GO:0032183; GO:0033768; GO:0061630; GO:0140082
ostta12g00820	GO:0005634; GO:0007059; GO:0007064; GO:0051301
ostta15g01680	GO:0016151
ostta11g00450	
ostta11g00410	GO:0003777; GO:0005524; GO:0005856; GO:0007018; GO:0008017
ostta12g00530	GO:0006886; GO:0012505; GO:0016192; GO:0030117
ostta12g00310	
ostta11g00190	
ostta12g00290	GO:0016491; GO:0050661; GO:0051287
ostta11g00150	
ostta12g00180	GO:0015297; GO:0016020; GO:0042910; GO:1990961
ostta12g00150	GO:0003865; GO:0005783; GO:0006488; GO:0016020; GO:0016095; GO:0019408; GO:0160198
ostta12g00140	GO:0000103; GO:0009337; GO:0016002; GO:0020037; GO:0042644; GO:0046872; GO:0050311; GO:0051539
ostta11g00030	
ostta12g00120	GO:0005634; GO:0006325
ostta15g00800	GO:0003729
ostta12g00110	GO:0003677; GO:0006271; GO:0043625
ostta11g03280	GO:0004821; GO:0005524; GO:0005737; GO:0006427; GO:0016757
ostta10g03460	GO:0016020
ostta11g03270	GO:0000049; GO:0002940; GO:0005634; GO:0160104
ostta11g03190	GO:0003977; GO:0006048
ostta10g03300	
ostta10g03280	
ostta11g03000	GO:0005730; GO:0016433
ostta11g02910	GO:0000176; GO:0000177; GO:0000467; GO:0005730; GO:0016075; GO:0034473; GO:0034475; GO:0034476; GO:0035925; GO:0071028; GO:0071035; GO:0071038
ostta10g03190	GO:0016020
ostta10g03185	
ostta10g03180	
ostta11g02830	GO:0004725; GO:0008138
ostta10g03070	GO:0005525; GO:0005634; GO:0005829
ostta10g03060	
ostta10g03050	
ostta10g03020	
ostta11g02560	GO:0003723; GO:0004815; GO:0005524; GO:0005829; GO:0006422; GO:0017101
ostta11g02410	GO:0005634; GO:0005737; GO:0008541; GO:0061133; GO:0070628
ostta11g02320	GO:0005737; GO:0006535; GO:0009001
ostta10g02730	GO:0016020
ostta10g02670	GO:0005778; GO:0016559; GO:0042802; GO:0044375
ostta10g02470	
ostta11g02300	GO:0005507; GO:0005524; GO:0016020; GO:0016887; GO:0043682; GO:0055070
ostta10g02360	GO:0016020; GO:0035091
ostta10g02350	GO:0016740
ostta11g02230	GO:0003684; GO:0005634; GO:0006303; GO:0035312; GO:0036297
ostta11g02190	GO:0016805; GO:0030145; GO:0070006
ostta11g02020	GO:0003676; GO:0004816; GO:0005524; GO:0005739; GO:0006421
ostta11g01990	GO:0004843; GO:0005634; GO:0005829; GO:0016579
ostta11g01960	GO:0005675; GO:0006281; GO:0006357; GO:0016301
ostta10g02040	
ostta11g01840	GO:0000166; GO:0000278; GO:0003677; GO:0003887; GO:0006272; GO:0006287; GO:0006297; GO:0008270; GO:0008310; GO:0008622; GO:0045004; GO:0051539
ostta10g02025	GO:0005634
ostta10g02020	GO:0005840
ostta11g01830	GO:0015215; GO:0016020
ostta10g01990	
ostta11g01810	GO:0000049; GO:0005524; GO:0008033; GO:0061708
ostta11g01730	GO:0000290; GO:0000932; GO:0003729; GO:0006397; GO:0008047; GO:0031087
ostta10g01900	
ostta10g01840	
ostta11g01690	GO:0003684; GO:0003887; GO:0005634; GO:0005657; GO:0009314; GO:0035861; GO:0042276
ostta10g01820	GO:0009535; GO:0009658; GO:0009706; GO:0045037
ostta10g01800	GO:0003779; GO:0005768; GO:0035091
ostta10g01750	
ostta11g01540	GO:0006886; GO:0012505; GO:0016192; GO:0030117; GO:0030276
ostta11g01410	GO:0008767; GO:0050660
ostta10g01705	
ostta10g01670	GO:0003677
ostta10g01630	
ostta11g01400	GO:0003677; GO:0005658; GO:0006270
ostta10g01530	GO:0004672; GO:0005524; GO:0030553
ostta10g01390	GO:0016020
ostta11g00880	GO:0008198; GO:0031418; GO:0031543; GO:0071456
ostta10g01330	
ostta10g01250	
ostta11g00860	GO:0005506; GO:0016226; GO:0051537; GO:0051539; GO:0120510
ostta10g01200	
ostta10g01150	
ostta10g01120	GO:0004176; GO:0004222; GO:0005524; GO:0006508; GO:0009535; GO:0016887; GO:0046872
ostta10g01100	GO:0003755; GO:0005737; GO:0006457; GO:0016018
ostta10g01080	GO:0004175; GO:0006508; GO:0016020; GO:0080120
ostta10g01070	
ostta11g00790	GO:0005525; GO:0005789
ostta15g01870	GO:0008270
ostta10g01010	
ostta10g01000	GO:0016020; GO:0020037
ostta10g00970	GO:0005525; GO:0006777; GO:0046872; GO:0051539; GO:0061798; GO:0061799
ostta10g00960	GO:0015098; GO:0016020
ostta11g00610	GO:0003723; GO:0008033; GO:0008251; GO:0046872
ostta10g00790	GO:0016020; GO:0022857
ostta11g00590	GO:0003723; GO:0031119; GO:0160147
ostta11g00550	GO:0003884; GO:0005737; GO:0019478; GO:0071949
ostta10g00750	
ostta10g00700	
ostta11g00530	GO:0003723; GO:0005655; GO:0008033
ostta10g00610	
ostta10g00545	GO:0005739; GO:0006950; GO:0045454
ostta11g00470	GO:0030544; GO:0046983
ostta11g00300	GO:0004864; GO:0009966
ostta11g00280	GO:0000398; GO:0003729; GO:0005681; GO:0008270; GO:0045131; GO:0048024
ostta11g00170	
ostta11g00140	GO:0005783; GO:0005794; GO:0016020; GO:0016192
ostta10g00280	GO:0005762
ostta10g00270	GO:0000785; GO:0005634; GO:0006338; GO:0006355
ostta10g00210	
ostta10g00180	GO:0000785; GO:0005634; GO:0010468; GO:0032452
ostta11g00100	GO:0000455; GO:0003723; GO:0009982
ostta11g00080	GO:0000105; GO:0000107; GO:0004359; GO:0009507; GO:0016829
ostta10g00110	GO:0005198; GO:0005506; GO:0005739; GO:0009570; GO:0016226; GO:0051536
ostta11g00020	GO:0004843; GO:0005634; GO:0005829; GO:0006508; GO:0016579
ostta10g03550	GO:0005758; GO:0033617
ostta09g04400	
ostta10g03520	GO:0003697; GO:1990879
ostta09g04370	
ostta09g04360	GO:0047627
ostta10g03390	GO:0004001; GO:0005524; GO:0005634; GO:0005829; GO:0006144; GO:0006169; GO:0044209
ostta09g04330	
ostta09g04320	
ostta09g04315	
ostta09g04270	GO:0005743; GO:0032977; GO:0032979
ostta10g03370	GO:0000049; GO:0017150
ostta09g04040	GO:0016020
ostta10g03240	GO:0004176; GO:0004222; GO:0005524; GO:0006508; GO:0009507; GO:0016887; GO:0031966; GO:0045037; GO:0046872
ostta10g03220	GO:1990904
ostta09g03950	GO:0003924; GO:0005525
ostta10g03130	GO:0004568; GO:0005576; GO:0005975; GO:0006032; GO:0008061
ostta10g02870	GO:0000785; GO:0005634; GO:0007064; GO:0008270; GO:0061733
ostta09g03820	GO:0005737; GO:0006457; GO:0051082
ostta10g02860	GO:0009507; GO:0009509; GO:0016020; GO:0016117; GO:0016166
ostta09g03750	
ostta09g03720	
ostta10g02780	GO:0004047; GO:0005739; GO:0005960; GO:0006546; GO:0008483
ostta10g02460	GO:0000162; GO:0004049; GO:0005829; GO:0016740
ostta09g03620	GO:0016491
ostta09g03520	
ostta10g02240	GO:0003743; GO:0005852
ostta10g02210	GO:0003723; GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:1990904
ostta10g02200	GO:0005739; GO:0008483; GO:0009450; GO:0030170
ostta09g03240	GO:0006620; GO:0016020; GO:0060090; GO:0072380
ostta09g03160	GO:0005363; GO:0009941; GO:0016020
ostta09g03110	
ostta09g03070	
ostta09g03030	GO:0005741; GO:0055085
ostta15g01960	GO:0005789
ostta09g02830	GO:0000981; GO:0005634; GO:0008270
ostta09g02820	GO:0016020; GO:0022857
ostta09g02800	GO:0000184; GO:0003723; GO:0003724; GO:0005524; GO:0005737; GO:0008270; GO:0016787
ostta10g02130	GO:0005737
ostta09g02780	
ostta09g02770	
ostta10g02030	GO:0016020
ostta09g02580	
ostta10g02010	GO:0008168; GO:0032259
ostta10g01980	GO:0005506; GO:0009507; GO:0010291; GO:0016020; GO:0016119; GO:0016123
ostta10g01960	GO:0003735; GO:0005739
ostta09g02440	GO:0016020
ostta09g02390	GO:0016020
ostta09g02340	GO:0005737; GO:0008175; GO:0030488; GO:0031591; GO:0102522
ostta09g02330	GO:0003729; GO:0005737; GO:0008270
ostta10g01830	GO:0004722; GO:0005509
ostta10g01740	GO:0003723; GO:0006397; GO:0008270; GO:0017150; GO:0050660
ostta10g01720	GO:0005789; GO:0008270; GO:0036503; GO:0043161; GO:0061630
ostta09g02110	GO:0005634; GO:0005829; GO:0006879; GO:0046872; GO:0051536
ostta10g01590	GO:0005744; GO:0030150
ostta10g01380	GO:0005634; GO:0005737; GO:0016787
ostta15g02660	GO:0005730
ostta09g01940	
ostta10g01230	GO:0005783; GO:0005794; GO:0006612; GO:0016020; GO:0019706
ostta09g01760	GO:0004519; GO:0006281
ostta09g01730	
ostta10g01050	GO:0004674; GO:0005524
ostta10g01030	GO:0000175; GO:0003723; GO:0004519; GO:0005634; GO:0005737; GO:0046872
ostta10g00930	GO:0005506; GO:0016491; GO:0020037; GO:0051539
ostta09g01630	GO:0016020
ostta09g01600	GO:0016787
ostta10g00780	GO:0004497; GO:0005739; GO:0006744; GO:0016705; GO:0071949
ostta09g01460	GO:0016020; GO:0034338; GO:0047372
ostta10g00760	GO:0006753; GO:0016787; GO:0019693
ostta09g01380	GO:0003755; GO:0005737; GO:0006457; GO:0016018
ostta09g01350	
ostta09g01330	GO:0000902; GO:0005938; GO:0030427
ostta09g01220	GO:0016020
ostta10g00520	GO:0003924; GO:0005525
ostta10g00510	GO:0000445; GO:0003729; GO:0006406
ostta10g00380	GO:0005525; GO:0046872; GO:0051301
ostta09g00980	
ostta09g00850	
ostta09g00830	GO:0016020
ostta09g00820	GO:0000179; GO:0003723
ostta09g00780	GO:0016020
ostta09g00760	
ostta10g00350	GO:0006488; GO:0016758; GO:0043541
ostta09g00700	
ostta09g00680	GO:0004812; GO:0005524; GO:0006418
ostta10g00310	GO:0003682; GO:0003887; GO:0005634; GO:0005759; GO:0006264; GO:0009411; GO:0031297; GO:0042276
ostta09g00480	
ostta10g00170	
ostta09g00410	GO:0005634; GO:0005737; GO:0015031; GO:0032502
ostta09g00340	GO:0016020
ostta09g00300	GO:0016020
ostta09g00270	
ostta09g00260	
ostta09g00240	
ostta09g00230	GO:0000118; GO:0005737; GO:0040029; GO:0141221
ostta10g00160	GO:0004222; GO:0005739; GO:0006508; GO:0006518; GO:0046872
ostta10g00080	GO:0003676; GO:0004386; GO:0005524; GO:0016787; GO:0055087; GO:0070478
ostta08g04220	
ostta08g04200	
ostta08g04130	
ostta08g04060	GO:0016020
ostta09g04490	GO:0005783; GO:0036503; GO:0043130
ostta09g04380	GO:0003723; GO:0004482; GO:0005634
ostta08g03960	
ostta08g03860	GO:0004553; GO:0005975; GO:0030246
ostta09g04340	GO:0003755; GO:0005737; GO:0006457
ostta08g03810	GO:0016020
ostta08g03800	
ostta08g03660	GO:0004364; GO:0006749
ostta08g03615	GO:0016020
ostta09g04260	GO:0003688; GO:0003697; GO:0006270; GO:0008270; GO:0043596
ostta08g03560	GO:0005739; GO:0031151; GO:0032259; GO:1905706
ostta09g04000	GO:0003677; GO:0003899; GO:0006390; GO:0034245
ostta08g03515	GO:0006508; GO:0007219; GO:0008233; GO:0070765
ostta09g03990	GO:0005737; GO:0005975; GO:0030246; GO:0047938
ostta09g03940	
ostta08g03350	GO:0001671; GO:0005829; GO:0006457; GO:0051087
ostta09g03840	GO:0000045; GO:0005634; GO:0005829; GO:0007030; GO:0031468; GO:0043130; GO:0043161; GO:0061025
ostta09g03760	GO:0000139; GO:0006891
ostta08g03220	GO:0016020
ostta15g01720	GO:0016151
ostta08g03080	GO:0003725; GO:0003726; GO:0005730; GO:0005737; GO:0006382; GO:0006396; GO:0008251
ostta08g03050	GO:0005524; GO:0016301; GO:0016787
ostta09g03705	GO:0000785; GO:0003682; GO:0003712; GO:0004402; GO:0005634; GO:0006357
ostta08g03020	
ostta15g02000	GO:0005743
ostta09g03430	GO:0016020
ostta08g02880	GO:0003676
ostta08g02870	GO:0003725
ostta09g03340	GO:0005524; GO:0017178; GO:0017183
ostta08g02770	GO:0000455; GO:0003723; GO:0009982
ostta08g02710	
ostta08g02670	GO:0005737; GO:0006508; GO:0008236
ostta09g03270	GO:0005634; GO:0005737
ostta08g02530	GO:0016846; GO:0046872
ostta08g02500	
ostta09g02980	GO:0004222; GO:0006508; GO:0006518; GO:0046872
ostta09g02790	GO:0003677; GO:0003887; GO:0006261; GO:0006302; GO:0008408
ostta09g02620	GO:0000049; GO:0005737; GO:0006412
ostta08g02420	
ostta08g02390	GO:0004131; GO:0006209; GO:0035888
ostta08g02380	
ostta09g02560	GO:0046872
ostta08g02295	
ostta09g02520	GO:0004176; GO:0004252; GO:0006515; GO:0009368; GO:0009536; GO:0051117
ostta09g02470	GO:0000077; GO:0006281; GO:0030896
ostta08g02160	GO:0006508; GO:0008237; GO:0016020
ostta09g02170	GO:0000502; GO:0043161
ostta08g02070	
ostta08g02060	
ostta08g02020	
ostta09g02160	GO:0005634; GO:0017136; GO:0046872; GO:0070403
ostta08g01930	GO:0000149; GO:0006886; GO:0008270; GO:0030127; GO:0070971; GO:0090110
ostta08g01870	GO:0016020
ostta09g02130	GO:0005388; GO:0005524; GO:0005886; GO:0012505; GO:0016887; GO:0046872
ostta09g02100	GO:0000287; GO:0004422; GO:0005829; GO:0006178; GO:0032263; GO:0032264; GO:0046100
ostta09g02050	GO:0000139; GO:0005886
ostta09g01790	GO:0004326; GO:0005524; GO:0005743; GO:0005759; GO:0005829; GO:0006730; GO:0046872
ostta09g01710	GO:0008663; GO:0030145; GO:0047631; GO:0047734
ostta08g01430	GO:0003735; GO:0005840; GO:0006412; GO:1990904
ostta08g01300	
ostta09g01680	
ostta08g01200	GO:0005840
ostta08g01170	GO:0034719
ostta08g01160	
ostta09g01670	
ostta08g01020	GO:0016020
ostta09g01480	GO:0000398; GO:0005634; GO:0005737; GO:0030620
ostta08g00890	
ostta09g01430	GO:0000408; GO:0004674; GO:0005524; GO:0005634; GO:0005829; GO:0008033; GO:0016787; GO:0070525
ostta08g00760	
ostta08g00720	GO:0009507; GO:0010190; GO:0016020
ostta09g01110	GO:0016020; GO:0016757
ostta08g00650	GO:0000166; GO:0005666; GO:0006384
ostta09g01020	GO:0000380; GO:0005737; GO:0016607; GO:0043021; GO:0045087
ostta08g00610	GO:0016020
ostta08g00590	GO:0003676; GO:0008821
ostta08g00520	GO:0016020
ostta08g00500	
ostta08g00470	GO:0004601; GO:0006979
ostta08g00430	
ostta09g00750	GO:0006511; GO:0031593; GO:0034098; GO:0036503
ostta09g00500	GO:0000302; GO:0004601; GO:0020037; GO:0034599; GO:0042744
ostta09g00430	GO:0004842; GO:0016567; GO:1990234
ostta08g00120	
ostta08g00110	GO:0005509; GO:0009654; GO:0015979; GO:0019898
ostta07g04710	GO:0016020
ostta09g00110	GO:0006979; GO:0008379; GO:0033554; GO:0042744; GO:0045454
ostta07g04630	GO:0016020
ostta09g00130	GO:0005524; GO:0016887
ostta07g04560	GO:0016020
ostta07g04550	GO:0016020
ostta08g04040	GO:0000220; GO:0007035; GO:0046961; GO:0051117
ostta07g04490	
ostta07g04480	GO:0005789; GO:0030544; GO:0071218
